x,y
1056.598000,4.5E-4
1057.638000,4.5E-4
1058.677000,4E-4
1059.717000,4.5E-4
1060.756000,4.5E-4
1061.796000,4E-4
1062.835000,4E-4
1063.874000,4E-4
1064.914000,4E-4
1065.953000,4E-4
1066.993000,4.5E-4
1068.032000,4.5E-4
1069.072000,4E-4
1070.111000,4E-4
1071.151000,4E-4
1072.190000,4E-4
1073.230000,4E-4
1074.269000,4E-4
1075.308000,4E-4
1076.348000,4E-4
1077.387000,4E-4
1078.427000,4E-4
1079.466000,4E-4
1080.506000,4E-4
1081.545000,4E-4
1082.585000,4E-4
1083.624000,4E-4
1084.663000,4E-4
1085.703000,4E-4
1086.742000,3E-4
1087.782000,4E-4
1088.821000,4E-4
1089.861000,4E-4
1090.900000,4E-4
1091.940000,4E-4
1092.979000,4E-4
1094.018000,4E-4
1095.058000,4E-4
1096.097000,4E-4
1097.137000,4E-4
1098.176000,4E-4
1099.216000,4E-4
1100.255000,4E-4
1101.295000,4E-4
1102.334000,4E-4
1103.373000,3.5E-4
1104.413000,4E-4
1105.452000,4E-4
1106.492000,3.5E-4
1107.531000,4E-4
1108.571000,3.5E-4
1109.610000,3.5E-4
1110.650000,3.5E-4
1111.689000,3.5E-4
1112.728000,3.5E-4
1113.768000,3.5E-4
1114.807000,3.5E-4
1115.847000,3.5E-4
1116.886000,3.5E-4
1117.926000,3.5E-4
1118.965000,3.5E-4
1120.005000,3.5E-4
1121.044000,3.5E-4
1122.083000,3.5E-4
1123.123000,3.5E-4
1124.162000,3.5E-4
1125.202000,3.5E-4
1126.241000,3.5E-4
1127.281000,3.5E-4
1128.320000,3.5E-4
1129.360000,3.5E-4
1130.399000,3.5E-4
1131.438000,3.5E-4
1132.478000,3.5E-4
1133.517000,3.5E-4
1134.557000,3.5E-4
1135.596000,3.5E-4
1136.636000,3.5E-4
1137.675000,3.5E-4
1138.725000,3.5E-4
1139.764000,3.5E-4
1140.813000,3.5E-4
1141.853000,3.5E-4
1142.892000,3.5E-4
1143.942000,3.5E-4
1144.981000,3.5E-4
1146.021000,3.5E-4
1147.060000,3.5E-4
1148.100000,3.5E-4
1149.139000,3.5E-4
1150.178000,3.5E-4
1151.218000,3.5E-4
1152.257000,4E-4
1153.307000,3.5E-4
1154.356000,3.5E-4
1155.396000,3.5E-4
1156.445000,3E-4
1157.495000,3E-4
1158.534000,3E-4
1159.583000,4E-4
1160.623000,3E-4
1161.662000,3.5E-4
1162.712000,3.5E-4
1163.761000,3E-4
1164.801000,3E-4
1165.840000,3E-4
1166.880000,3.5E-4
1167.929000,3.5E-4
1168.978000,3E-4
1170.018000,3E-4
1171.057000,3E-4
1172.107000,3E-4
1173.146000,3E-4
1174.186000,3E-4
1175.225000,3.5E-4
1176.265000,3.5E-4
1177.304000,4E-4
1178.343000,3E-4
1179.383000,3E-4
1180.432000,3E-4
1181.472000,3E-4
1182.521000,3.5E-4
1183.561000,3.5E-4
1184.610000,3.5E-4
1185.650000,3E-4
1186.689000,4E-4
1187.728000,3.5E-4
1188.768000,3E-4
1189.807000,4E-4
1190.857000,3E-4
1191.896000,3.5E-4
1192.946000,3E-4
1193.985000,3E-4
1195.025000,4E-4
1196.064000,3.5E-4
1197.100000,3E-4
1198.140000,3E-4
1199.179000,3.5E-4
1200.229000,3.5E-4
1201.268000,3.5E-4
1202.318000,3E-4
1203.357000,3.5E-4
1204.397000,3E-4
1205.436000,3.5E-4
1206.475000,3.5E-4
1207.515000,3E-4
1208.554000,3E-4
1209.594000,4E-4
1210.633000,3E-4
1211.673000,3E-4
1212.712000,3E-4
1213.752000,3E-4
1214.791000,3E-4
1215.830000,3.5E-4
1216.870000,3E-4
1217.909000,3E-4
1218.949000,3E-4
1219.988000,3E-4
1221.028000,3E-4
1222.067000,3E-4
1223.107000,3E-4
1224.146000,3E-4
1225.185000,3E-4
1226.225000,3E-4
1227.264000,3E-4
1228.314000,3E-4
1229.353000,3E-4
1230.403000,3E-4
1231.442000,3E-4
1232.482000,3E-4
1233.521000,3E-4
1234.570000,3E-4
1235.620000,3E-4
1236.659000,3E-4
1237.699000,3E-4
1238.748000,3E-4
1239.788000,3E-4
1240.837000,3E-4
1241.877000,3E-4
1242.926000,3E-4
1243.965000,3E-4
1245.005000,3E-4
1246.044000,3E-4
1247.094000,3E-4
1248.133000,3E-4
1249.183000,3E-4
1250.222000,3E-4
1251.271000,3E-4
1252.321000,3E-4
1253.360000,3E-4
1254.400000,3E-4
1255.449000,3E-4
1256.489000,3E-4
1257.528000,3E-4
1258.568000,3E-4
1259.617000,3E-4
1260.657000,3E-4
1261.706000,3E-4
1262.745000,3E-4
1263.795000,3E-4
1264.844000,3E-4
1265.884000,3E-4
1266.923000,3E-4
1267.963000,3E-4
1269.012000,3E-4
1270.062000,3E-4
1271.111000,3E-4
1272.150000,3E-4
1273.190000,3E-4
1274.239000,3E-4
1275.279000,3E-4
1276.328000,3E-4
1277.378000,2.5E-4
1278.417000,3E-4
1279.457000,3E-4
1280.496000,2.5E-4
1281.535000,3E-4
1282.575000,2.5E-4
1283.614000,3E-4
1284.654000,3E-4
1285.693000,3E-4
1286.733000,3E-4
1287.772000,3E-4
1288.812000,3E-4
1289.851000,3E-4
1290.890000,3E-4
1291.930000,3E-4
1292.969000,3E-4
1294.009000,2.5E-4
1295.048000,3E-4
1296.088000,3E-4
1297.127000,3E-4
1298.167000,3E-4
1299.206000,3E-4
1300.245000,2.5E-4
1301.285000,3E-4
1302.324000,3E-4
1303.364000,3E-4
1304.403000,3E-4
1305.443000,3E-4
1306.482000,3E-4
1307.522000,3E-4
1308.561000,3E-4
1309.600000,3E-4
1310.650000,3E-4
1311.699000,3E-4
1312.739000,3E-4
1313.778000,3E-4
1314.828000,3E-4
1315.877000,3E-4
1316.927000,3E-4
1317.976000,3E-4
1319.025000,3E-4
1320.065000,3E-4
1321.104000,3E-4
1322.154000,3E-4
1323.203000,3E-4
1324.243000,3E-4
1325.282000,3E-4
1326.322000,3E-4
1327.361000,3E-4
1328.400000,3E-4
1329.450000,3E-4
1330.499000,3E-4
1331.539000,3E-4
1332.588000,3E-4
1333.628000,3E-4
1334.677000,2.5E-4
1335.717000,3E-4
1336.756000,3E-4
1337.795000,3E-4
1338.835000,3E-4
1339.874000,3E-4
1340.924000,2.5E-4
1341.963000,3E-4
1343.013000,3E-4
1344.052000,3E-4
1345.092000,3E-4
1346.131000,3E-4
1347.170000,3E-4
1348.210000,3E-4
1349.249000,2.5E-4
1350.289000,3E-4
1351.338000,2.5E-4
1352.388000,3E-4
1353.437000,3E-4
1354.477000,3E-4
1355.516000,3E-4
1356.555000,3E-4
1357.595000,2.5E-4
1358.634000,2.5E-4
1359.684000,2.5E-4
1360.733000,2.5E-4
1361.783000,2.5E-4
1362.822000,2.5E-4
1363.861000,3E-4
1364.911000,3E-4
1365.950000,3E-4
1366.990000,2.5E-4
1368.029000,2.5E-4
1369.069000,2.5E-4
1370.108000,3E-4
1371.148000,3E-4
1372.187000,2.5E-4
1373.227000,3E-4
1374.266000,2.5E-4
1375.305000,3E-4
1376.345000,2.5E-4
1377.384000,2.5E-4
1378.424000,2.5E-4
1379.463000,3E-4
1380.503000,3E-4
1381.542000,3E-4
1382.582000,3E-4
1383.621000,3E-4
1384.660000,3E-4
1385.700000,3E-4
1386.739000,3E-4
1387.779000,3E-4
1388.818000,3E-4
1389.858000,3E-4
